epoch,Alarm_bell_ringing,Speech,Dog,Cat,Vacuum_cleaner,Dishes,Frying,Electric_shaver_toothbrush,Blender,Running_water
1,0.33969465648854963,0.0,0.28686868686868683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.4309927360774818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.46979865771812085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.6008230452674896,0.703030303030303,0.027027027027027025,0.0,0.2325581395348837,0.0,0.03773584905660377,0.0,0.0,0.0
5,0.5829145728643216,0.42690058479532156,0.0,0.0,0.4651162790697674,0.0,0.0,0.23076923076923073,0.24000000000000002,0.0
6,0.42748091603053434,0.594059405940594,0.09876543209876543,0.0,0.2988505747126437,0.0,0.0,0.14814814814814817,0.14285714285714285,0.0
7,0.5952380952380952,0.03717472118959107,0.1,0.0,0.358974358974359,0.0,0.0,0.0,0.0,0.0
8,0.5433526011560693,0.6074074074074074,0.3838383838383838,0.03773584905660378,0.28,0.0,0.019801980198019802,0.10714285714285714,0.0,0.0
9,0.21568627450980393,0.8630849220103985,0.19047619047619047,0.0,0.46315789473684205,0.028169014084507046,0.16216216216216217,0.3076923076923077,0.1724137931034483,0.052631578947368425
10,0.42211055276381904,0.8040816326530612,0.4912280701754387,0.03225806451612903,0.0,0.028169014084507046,0.07547169811320754,0.0,0.0,0.030303030303030307
11,0.4696969696969697,0.8755186721991701,0.14814814814814814,0.16129032258064518,0.5274725274725275,0.2380952380952381,0.288135593220339,0.08333333333333333,0.0,0.21505376344086025
12,0.3893805309734513,0.869090909090909,0.25806451612903225,0.4096385542168675,0.6206896551724138,0.25806451612903225,0.4427480916030534,0.17391304347826084,0.12121212121212123,0.16901408450704225
13,0.5263157894736842,0.7328918322295805,0.10389610389610389,0.45833333333333326,0.21052631578947367,0.0,0.0,0.0909090909090909,0.06896551724137931,0.030303030303030307
14,0.4482758620689656,0.8140900195694717,0.6304347826086956,0.1639344262295082,0.547945205479452,0.0,0.019801980198019802,0.15789473684210528,0.19607843137254902,0.19753086419753088
15,0.6106870229007633,0.8754325259515572,0.175,0.33333333333333337,0.5357142857142857,0.4313725490196078,0.6623376623376623,0.6666666666666666,0.2272727272727273,0.18181818181818185
16,0.6037735849056604,0.8078175895765471,0.47619047619047616,0.23880597014925373,0.0,0.33333333333333337,0.40845070422535207,0.38095238095238093,0.13793103448275862,0.08695652173913043
17,0.5179856115107915,0.7640117994100294,0.0,0.06896551724137931,0.0,0.5584415584415584,0.6502057613168724,0.0,0.07407407407407407,0.0
18,0.6046511627906976,0.9077212806026365,0.44,0.36363636363636365,0.4838709677419355,0.15000000000000002,0.35772357723577236,0.25,0.2941176470588235,0.21621621621621623
19,0.5,0.7919463087248322,0.40860215053763443,0.5486725663716814,0.5588235294117648,0.02857142857142857,0.19819819819819817,0.17391304347826084,0.11764705882352941,0.057971014492753624
20,0.5826086956521739,0.8151260504201682,0.027027027027027025,0.3947368421052631,0.2325581395348837,0.02857142857142857,0.058252427184466014,0.0,0.0,0.05882352941176471
21,0.7741935483870969,0.8791593695271455,0.5,0.4878048780487804,0.5,0.5045045045045046,0.6184210526315789,0.35714285714285715,0.20408163265306123,0.1842105263157895
