epoch,Alarm_bell_ringing,Speech,Dog,Cat,Vacuum_cleaner,Dishes,Frying,Electric_shaver_toothbrush,Blender,Running_water
1,0.2045977011494253,0.0,0.16824644549763032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.27469135802469136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.474025974025974,0.7532467532467533,1.0,0.0,0.45454545454545453,0.0,0.3333333333333333,0.0,0.0,0.0
5,0.5272727272727272,0.9358974358974359,0.0,0.0,0.37037037037037035,0.0,0.0,0.6,0.25,0.0
6,0.6666666666666666,0.8571428571428571,0.5,0.0,0.23636363636363636,0.0,0.0,0.1,0.08771929824561403,0.0
7,0.4601226993865031,1.0,0.5714285714285714,0.0,0.30434782608695654,0.0,0.0,0.0,0.0,0.0
8,0.5595238095238095,0.8723404255319149,0.7307692307692307,1.0,0.3888888888888889,0.0,1.0,0.08571428571428572,0.0,0.0
9,0.8461538461538461,0.7955271565495208,0.7272727272727273,0.0,0.3492063492063492,0.5,0.8181818181818182,0.8,0.15625,0.18181818181818182
10,0.38181818181818183,0.8716814159292036,0.6829268292682927,0.1,0.0,0.5,0.6666666666666666,0.0,0.0,1.0
11,0.7209302325581395,0.9678899082568807,0.75,0.5,0.4067796610169492,0.6666666666666666,0.9444444444444444,0.3333333333333333,0.0,0.35714285714285715
12,0.9166666666666666,0.8356643356643356,0.6,0.5483870967741935,0.6923076923076923,0.5,0.9354838709677419,1.0,0.2857142857142857,1.0
13,0.7954545454545454,0.8783068783068783,1.0,0.358695652173913,0.6666666666666666,0.0,0.0,1.0,0.3333333333333333,1.0
14,0.9629629629629629,0.8421052631578947,0.5225225225225225,0.5555555555555556,0.4878048780487805,0.0,1.0,0.17647058823529413,0.2,0.5
15,0.9523809523809523,0.8057324840764332,1.0,0.6,0.625,0.6666666666666666,0.9444444444444444,0.8,0.2777777777777778,0.5833333333333334
16,0.6857142857142857,0.7085714285714285,0.78125,0.5333333333333333,0.0,0.46153846153846156,0.6904761904761905,0.38095238095238093,0.6666666666666666,0.75
17,0.72,0.6256038647342995,0.0,0.3333333333333333,0.0,0.5058823529411764,0.5524475524475524,0.0,1.0,0.0
18,0.975,0.9026217228464419,0.8148148148148148,0.56,0.5,0.5454545454545454,0.9565217391304348,0.2222222222222222,0.23809523809523808,0.8888888888888888
19,0.8857142857142857,0.9672131147540983,0.95,0.5081967213114754,0.5277777777777778,1.0,1.0,1.0,0.12,0.5
20,0.475177304964539,0.9150943396226415,1.0,0.625,0.45454545454545453,1.0,1.0,0.0,0.0,0.6666666666666666
21,0.9090909090909091,0.8175895765472313,0.7714285714285715,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.9038461538461539,0.7142857142857143,0.21739130434782608,0.6363636363636364
22,0.8461538461538461,0.85,0.5142857142857142,0.6,0.875,0.6129032258064516,0.8048780487804879,0.5,0.42857142857142855,1.0
23,0.9491525423728814,0.8913043478260869,0.8387096774193549,0.6896551724137931,0.6,0.76,0.9148936170212766,0.7142857142857143,0.5,0.6060606060606061
24,0.8082191780821918,0.8625429553264605,1.0,0.5121951219512195,0.6923076923076923,0.8214285714285714,0.9032258064516129,0.5,0.45,0.6071428571428571
25,0.9649122807017544,0.8450704225352113,0.8823529411764706,0.6136363636363636,0.53125,0.6578947368421053,0.8421052631578947,0.42857142857142855,0.16981132075471697,0.5454545454545454
26,0.95,0.9304347826086956,1.0,0.8333333333333334,0.2840909090909091,1.0,0.9166666666666666,1.0,0.06060606060606061,0.8
27,0.9411764705882353,0.9727272727272728,0.5533980582524272,0.8333333333333334,0.5,0.7058823529411765,0.9047619047619048,1.0,0.2647058823529412,0.6
28,0.9428571428571428,0.8266666666666667,0.7777777777777778,0.6590909090909091,0.75,0.7837837837837838,0.8695652173913043,0.44,0.35135135135135137,0.7777777777777778
29,0.7790697674418605,0.6545454545454545,1.0,0.48148148148148145,0.6666666666666666,0.5882352941176471,0.6981132075471698,0.5714285714285714,0.47368421052631576,1.0
30,0.9354838709677419,0.9831460674157303,0.6326530612244898,0.75,0.8095238095238095,0.7692307692307693,0.9375,0.4583333333333333,0.5,0.5064935064935064
31,0.9253731343283582,0.8706293706293706,0.8636363636363636,0.65625,0.55,0.7142857142857143,0.92,0.34615384615384615,0.34615384615384615,0.6451612903225806
32,0.9076923076923077,0.9296875,1.0,0.7777777777777778,0.5,0.8,0.9090909090909091,0.6666666666666666,0.28205128205128205,0.37209302325581395
