epoch,Alarm_bell_ringing,Speech,Dog,Cat,Vacuum_cleaner,Dishes,Frying,Electric_shaver_toothbrush,Blender,Running_water
1,0.04395604395604395,0.7781569965870309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.04395604395604395,0.7113821138211383,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.028169014084507043
3,0.0,0.5547073791348601,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0
4,0.13861386138613863,0.7999999999999999,0.0,0.0,0.11764705882352941,0.53125,0.6171428571428572,0.08695652173913042,0.0,0.4042553191489362
5,0.04395604395604395,0.8045602605863191,0.0,0.0,0.21052631578947367,0.4833333333333332,0.7398373983739838,0.0909090909090909,0.0,0.4034334763948498
6,0.14285714285714285,0.8229166666666666,0.027027027027027025,0.0,0.21621621621621623,0.6216216216216217,0.7487684729064039,0.24,0.13793103448275862,0.40404040404040403
7,0.1941747572815534,0.8264758497316638,0.0,0.0,0.11764705882352941,0.5538461538461539,0.6335403726708075,0.2857142857142857,0.0,0.422360248447205
8,0.39344262295081966,0.8247422680412371,0.0,0.0,0.34782608695652173,0.5920000000000001,0.43283582089552236,0.17391304347826084,0.12903225806451613,0.4113475177304965
9,0.16494845360824742,0.8288973384030418,0.027027027027027025,0.03773584905660378,0.11764705882352941,0.46743295019157083,0.7228915662650601,0.0909090909090909,0.0,0.3766233766233766
10,0.3448275862068966,0.8517110266159695,0.3736263736263736,0.07407407407407407,0.4782608695652174,0.6378378378378379,0.7425742574257426,0.0909090909090909,0.11764705882352941,0.4424778761061947
11,0.3418803418803419,0.8378947368421052,0.4123711340206186,0.28124999999999994,0.5357142857142857,0.6153846153846154,0.6863905325443788,0.25,0.16216216216216214,0.4271844660194175
12,0.34545454545454546,0.830820770519263,0.23809523809523808,0.07407407407407407,0.2222222222222222,0.592964824120603,0.7722772277227723,0.45161290322580644,0.12903225806451613,0.40625
13,0.3392857142857143,0.8641975308641975,0.33707865168539325,0.3235294117647059,0.2857142857142857,0.5888324873096447,0.8054298642533936,0.25,0.1764705882352941,0.4
14,0.35714285714285715,0.8353413654618473,0.2823529411764706,0.23333333333333334,0.21621621621621623,0.6222222222222222,0.7589743589743589,0.32,0.13333333333333336,0.2680412371134021
15,0.3392857142857143,0.8860294117647058,0.4752475247524752,0.22580645161290322,0.38095238095238093,0.6358381502890174,0.7650273224043715,0.3846153846153846,0.3076923076923077,0.47863247863247865
16,0.36036036036036034,0.8707753479125249,0.49019607843137253,0.15873015873015872,0.3,0.5850340136054423,0.5986394557823129,0.0909090909090909,0.3043478260869565,0.4551724137931034
17,0.45161290322580644,0.8880866425992779,0.6153846153846154,0.1724137931034483,0.2222222222222222,0.5930232558139534,0.6540880503144655,0.25,0.0625,0.4545454545454546
18,0.38983050847457634,0.8283261802575108,0.6762589928057554,0.26865671641791045,0.3157894736842105,0.07594936708860758,0.421875,0.5128205128205129,0.33333333333333337,0.4768211920529801
19,0.38596491228070173,0.8438818565400843,0.5490196078431373,0.29850746268656714,0.4489795918367347,0.07894736842105261,0.4580152671755725,0.5,0.34782608695652173,0.4717948717948719
20,0.4920634920634921,0.8553459119496856,0.5818181818181818,0.3428571428571429,0.5846153846153846,0.56,0.6535947712418301,0.5,0.46875,0.5467625899280576
21,0.5396825396825397,0.8831683168316832,0.6887417218543046,0.16949152542372883,0.06060606060606061,0.5555555555555556,0.40625,0.0909090909090909,0.07407407407407407,0.47368421052631576
22,0.5426356589147288,0.865424430641822,0.5871559633027523,0.44155844155844154,0.5806451612903225,0.6666666666666667,0.8285714285714286,0.3846153846153846,0.3684210526315789,0.48648648648648657
23,0.4102564102564103,0.8835341365461848,0.6470588235294118,0.3142857142857143,0.6376811594202898,0.0547945205479452,0.4,0.4545454545454545,0.4642857142857143,0.4842105263157895
24,0.6,0.896551724137931,0.6017699115044248,0.2622950819672132,0.4285714285714286,0.47706422018348627,0.5833333333333334,0.5,0.3,0.5
25,0.606060606060606,0.8722109533468559,0.6771653543307086,0.3384615384615385,0.5714285714285715,0.5565217391304348,0.5571428571428572,0.5,0.5263157894736842,0.49760765550239233
26,0.7027027027027027,0.8423326133909288,0.6271186440677966,0.43243243243243246,0.52,0.08108108108108109,0.3050847457627119,0.2985074626865672,0.34615384615384615,0.5068493150684931
27,0.6370370370370371,0.8459958932238193,0.5904761904761905,0.34374999999999994,0.4888888888888889,0.5380116959064327,0.7160493827160493,0.32,0.21621621621621623,0.5071770334928231
28,0.6330935251798561,0.884,0.6194690265486725,0.4788732394366197,0.5614035087719298,0.634920634920635,0.6081081081081081,0.32,0.5245901639344263,0.5595238095238095
29,0.606060606060606,0.8474576271186441,0.6721311475409836,0.5365853658536585,0.44000000000000006,0.6222222222222223,0.5945945945945945,0.32,0.35555555555555557,0.524390243902439
30,0.676056338028169,0.8326180257510729,0.24096385542168672,0.5063291139240507,0.6031746031746031,0.3529411764705882,0.6962025316455697,0.5806451612903225,0.3934426229508197,0.4409448818897638
31,0.6896551724137933,0.8505263157894738,0.44680851063829785,0.5205479452054794,0.626865671641791,0.5294117647058824,0.7664670658682635,0.5789473684210527,0.4912280701754386,0.6257668711656441
32,0.4347826086956522,0.8980392156862744,0.672,0.528735632183908,0.2702702702702703,0.4727272727272728,0.7441860465116279,0.4444444444444445,0.0,0.4406779661016949
33,0.44444444444444436,0.8920000000000001,0.6490066225165563,0.5301204819277108,0.5,0.632258064516129,0.7455621301775148,0.5,0.372093023255814,0.6153846153846154
